br.ufc.appeai SOCIAL
com.whatsapp COMMUNICATION
com.facebook.orca COMMUNICATION
com.cleanmaster.mguard TOOLS
com.facebook.katana SOCIAL
com.google.android.googlequicksearchbox TOOLS
com.google.android.deskclock TOOLS
com.google.android.gms TOOLS
com.google.android.inputmethod.latin TOOLS
